,address_type,agency,agency_name,bbl,borough,city,closed_date,community_board,complaint_type,created_date,cross_street_1,cross_street_2,descriptor,due_date,facility_type,incident_address,incident_zip,intersection_street_1,intersection_street_2,landmark,latitude,location,location_type,longitude,open_data_channel_type,park_borough,park_facility_name,resolution_action_updated_date,resolution_description,status,street_name,unique_key,x_coordinate_state_plane,y_coordinate_state_plane,created_time,lonlat,geometry
282,ADDRESS,NYPD,New York City Police Department,1019380044,MANHATTAN,NEW YORK,2013-09-07T22:45:12.000,10 MANHATTAN,Urinating in Public,2013-09-07 20:07:12,7 AVENUE,8 AVENUE,N/A,2013-09-08T04:07:12.000,Precinct,210 WEST 133 STREET,10030,,,,40.8142717976,"{u'type': u'Point', u'coordinates': [-73.945293723603, 40.814271797623]}",Residential Building/House,-73.9452937236,PHONE,MANHATTAN,Unspecified,2013-09-07T22:45:12.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 133 STREET,26274963,999393,235943,20:07:12,"(-73.9452937236027, 40.81427179762314)",POINT (-73.9452937236027 40.81427179762314)
283,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2013-09-11T00:22:21.000,11 MANHATTAN,Urinating in Public,2013-09-10 22:00:56,,,N/A,2013-09-11T06:00:56.000,Precinct,,10037,EAST  135 STREET,MADISON AVENUE,,40.8121482044,"{u'type': u'Point', u'coordinates': [-73.936209956524, 40.812148204435]}",Park/Playground,-73.9362099565,PHONE,MANHATTAN,Unspecified,2013-09-11T00:22:21.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,26290262,1001908,235171,22:00:56,"(-73.93620995652374, 40.812148204435196)",POINT (-73.93620995652374 40.8121482044352)
284,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2013-09-12T02:06:07.000,08 MANHATTAN,Urinating in Public,2013-09-11 22:27:54,,,N/A,2013-09-12T06:27:54.000,Precinct,,10128,EAST   92 STREET,1 AVENUE,,40.7806906531,"{u'type': u'Point', u'coordinates': [-73.946592323153, 40.78069065314]}",Street/Sidewalk,-73.9465923232,PHONE,MANHATTAN,Unspecified,2013-09-12T02:06:07.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,26295522,999041,223708,22:27:54,"(-73.94659232315303, 40.780690653139644)",POINT (-73.94659232315303 40.78069065313964)
285,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2013-10-13T22:52:04.000,08 MANHATTAN,Urinating in Public,2013-10-13 22:43:10,,,N/A,2013-10-14T06:43:10.000,Precinct,,10075,1 AVENUE,EAST   79 STREET,,40.7723438252,"{u'type': u'Point', u'coordinates': [-73.952686101624, 40.772343825222]}",Street/Sidewalk,-73.9526861016,PHONE,MANHATTAN,Unspecified,2013-10-13T22:52:04.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Closed,,26480026,997355,220666,22:43:10,"(-73.9526861016243, 40.77234382522236)",POINT (-73.95268610162429 40.77234382522236)
286,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2013-11-28T01:17:52.000,05 MANHATTAN,Urinating in Public,2013-11-27 23:18:56,,,N/A,2013-11-28T07:18:56.000,Precinct,,10020,WEST   48 STREET,6 AVENUE,,40.7586447895,"{u'type': u'Point', u'coordinates': [-73.981341836545, 40.758644789539]}",Subway Station,-73.9813418365,PHONE,MANHATTAN,Unspecified,2013-11-28T01:17:42.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,26772148,989419,215672,23:18:56,"(-73.98134183654521, 40.75864478953868)",POINT (-73.98134183654521 40.75864478953868)
287,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2013-11-28T04:11:37.000,05 MANHATTAN,Urinating in Public,2013-11-27 22:47:13,,,N/A,2013-11-28T06:47:13.000,Precinct,,10010,EAST   23 STREET,PARK AVENUE SOUTH,,40.7401843188,"{u'type': u'Point', u'coordinates': [-73.986362997997, 40.74018431877]}",Subway Station,-73.986362998,PHONE,MANHATTAN,Unspecified,2013-11-28T04:10:50.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,26773982,988029,208946,22:47:13,"(-73.986362997997, 40.74018431877025)",POINT (-73.98636299799701 40.74018431877025)
288,ADDRESS,NYPD,New York City Police Department,1018310008,MANHATTAN,NEW YORK,2013-12-02T03:20:12.000,10 MANHATTAN,Urinating in Public,2013-12-02 00:01:17,7 AVENUE,8 AVENUE,N/A,2013-12-02T08:01:17.000,Precinct,243 WEST 115 STREET,10026,,,,40.8030332817,"{u'type': u'Point', u'coordinates': [-73.95417411799, 40.803033281694]}",Residential Building/House,-73.954174118,PHONE,MANHATTAN,Unspecified,2013-12-02T03:20:12.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 115 STREET,26791216,996937,231847,00:01:17,"(-73.95417411799, 40.803033281694454)",POINT (-73.95417411798999 40.80303328169445)
289,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2014-01-08T00:21:24.000,05 MANHATTAN,Urinating in Public,2014-01-07 23:43:28,,,N/A,2014-01-08T07:43:28.000,Precinct,,10019,WEST   57 STREET,6 AVENUE,,40.7643229171,"{u'type': u'Point', u'coordinates': [-73.97719604038, 40.764322917139]}",Street/Sidewalk,-73.9771960404,PHONE,MANHATTAN,Unspecified,2014-01-08T00:21:24.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,27078528,990567,217741,23:43:28,"(-73.97719604038008, 40.76432291713917)",POINT (-73.97719604038008 40.76432291713917)
290,ADDRESS,NYPD,New York City Police Department,1002290006,MANHATTAN,NEW YORK,2014-01-19T01:32:29.000,02 MANHATTAN,Urinating in Public,2014-01-19 00:48:06,CANAL STREET,GRAND STREET,N/A,2014-01-19T08:48:06.000,Precinct,2 WOOSTER STREET,10013,,,,40.7210211837,"{u'type': u'Point', u'coordinates': [-74.003777146241, 40.721021183743]}",Street/Sidewalk,-74.0037771462,PHONE,MANHATTAN,Unspecified,2014-01-19T01:32:29.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WOOSTER STREET,27187103,983203,201964,00:48:06,"(-74.00377714624128, 40.721021183743055)",POINT (-74.00377714624128 40.72102118374305)
291,ADDRESS,NYPD,New York City Police Department,1002830040,MANHATTAN,NEW YORK,2014-01-26T00:21:55.000,03 MANHATTAN,Urinating in Public,2014-01-25 23:58:12,PIKE STREET,RUTGERS STREET,N/A,2014-01-26T07:58:12.000,Precinct,129 EAST BROADWAY,10002,,,,40.7139065362,"{u'type': u'Point', u'coordinates': [-73.991808038668, 40.713906536184]}",Residential Building/House,-73.9918080387,PHONE,MANHATTAN,Unspecified,2014-01-26T00:21:55.000,The Police Department responded to the complaint and determined that police action was not necessary.,Closed,EAST BROADWAY,27244984,986521,199372,23:58:12,"(-73.9918080386684, 40.71390653618416)",POINT (-73.9918080386684 40.71390653618416)
292,ADDRESS,NYPD,New York City Police Department,1005570014,MANHATTAN,NEW YORK,2014-03-11T21:59:12.000,02 MANHATTAN,Urinating in Public,2014-03-11 21:41:53,EAST 11 STREET,EAST 12 STREET,N/A,2014-03-12T05:41:53.000,Precinct,816 BROADWAY,10003,,,,40.7328617875,"{u'type': u'Point', u'coordinates': [-73.991177876215, 40.732861787452]}",Residential Building/House,-73.9911778762,PHONE,MANHATTAN,Unspecified,2014-03-11T21:59:12.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,BROADWAY,27614661,986695,206278,21:41:53,"(-73.99117787621496, 40.73286178745209)",POINT (-73.99117787621496 40.73286178745209)
293,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2015-03-01T01:15:11.000,10 MANHATTAN,Urinating in Public,2015-02-28 23:21:38,,,N/A,2015-03-01T07:21:38.000,Precinct,,10026,WEST  116 STREET,FREDRICK DOUGLAS BOULEVARD,,40.8044198369,"{u'type': u'Point', u'coordinates': [-73.955368771831, 40.804419836877]}",Subway Station,-73.9553687718,PHONE,MANHATTAN,Unspecified,2015-03-01T01:15:11.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,30063413,996606,232352,23:21:38,"(-73.95536877183133, 40.80441983687725)",POINT (-73.95536877183133 40.80441983687725)
294,ADDRESS,NYPD,New York City Police Department,1019070001,MANHATTAN,NEW YORK,2015-07-27T20:46:57.000,10 MANHATTAN,Urinating in Public,2015-07-27 20:18:29,WEST 122 STREET,WEST 123 STREET,N/A,2015-07-28T04:18:29.000,Precinct,2041 7 AVENUE,10027,,,,40.8071292733,"{u'type': u'Point', u'coordinates': [-73.9496595887, 40.80712927333]}",Store/Commercial,-73.9496595887,PHONE,MANHATTAN,Unspecified,2015-07-27T20:46:57.000,The Police Department issued a summons in response to the complaint.,Closed,7 AVENUE,31172834,998186,233340,20:18:29,"(-73.94965958870036, 40.807129273329735)",POINT (-73.94965958870036 40.80712927332974)
295,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-04-08T09:53:00.000,08 MANHATTAN,Urinating in Public,2016-04-07 22:59:41,,,N/A,2016-04-08T06:59:41.000,Precinct,,10021,EAST   73 STREET,3 AVENUE,,40.7704335512,"{u'type': u'Point', u'coordinates': [-73.960110167073, 40.770433551246]}",Street/Sidewalk,-73.9601101671,PHONE,MANHATTAN,Unspecified,2016-04-08T09:53:00.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,33085960,995299,219969,22:59:41,"(-73.96011016707347, 40.77043355124561)",POINT (-73.96011016707347 40.77043355124561)
296,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-05-05T00:39:01.000,02 MANHATTAN,Urinating in Public,2016-05-04 23:07:58,,,N/A,2016-05-05T07:07:58.000,Precinct,,10014,CHRISTOPHER STREET,GAY STREET,,40.7339737502,"{u'type': u'Point', u'coordinates': [-74.000357220789, 40.733973750243]}",Street/Sidewalk,-74.0003572208,PHONE,MANHATTAN,Unspecified,2016-05-05T00:39:01.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,33277465,984151,206683,23:07:58,"(-74.00035722078863, 40.7339737502432)",POINT (-74.00035722078863 40.7339737502432)
297,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-05-19T23:12:31.000,09 MANHATTAN,Urinating in Public,2016-05-19 21:37:07,,,N/A,2016-05-20T05:37:07.000,Precinct,,10027,LA SALLE STREET,BROADWAY,,40.8137781893,"{u'type': u'Point', u'coordinates': [-73.959686799678, 40.813778189269]}",Residential Building/House,-73.9596867997,PHONE,MANHATTAN,Unspecified,2016-05-19T23:12:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,33392036,995409,235761,21:37:07,"(-73.95968679967802, 40.81377818926912)",POINT (-73.95968679967802 40.81377818926912)
298,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-05-31T20:53:23.000,08 MANHATTAN,Urinating in Public,2016-05-31 20:12:29,,,N/A,2016-06-01T04:12:29.000,Precinct,,10075,5 AVENUE,EAST   79 STREET,,40.7770056504,"{u'type': u'Point', u'coordinates': [-73.963727684901, 40.777005650441]}",Street/Sidewalk,-73.9637276849,PHONE,MANHATTAN,Unspecified,2016-05-31T20:53:23.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,33477371,994296,222363,20:12:29,"(-73.96372768490096, 40.77700565044055)",POINT (-73.96372768490096 40.77700565044055)
299,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-06-03T22:58:08.000,08 MANHATTAN,Urinating in Public,2016-06-03 22:01:19,,,N/A,2016-06-04T06:01:19.000,Precinct,,10021,1 AVENUE,EAST   75 STREET,,40.7697535516,"{u'type': u'Point', u'coordinates': [-73.9545760921, 40.769753551645]}",Street/Sidewalk,-73.9545760921,PHONE,MANHATTAN,Unspecified,2016-06-03T22:58:08.000,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,Closed,,33508509,996832,219722,22:01:19,"(-73.95457609210037, 40.7697535516452)",POINT (-73.95457609210037 40.7697535516452)
300,ADDRESS,NYPD,New York City Police Department,1022260005,MANHATTAN,NEW YORK,2016-06-05T09:25:29.000,12 MANHATTAN,Urinating in Public,2016-06-04 22:56:17,WEST 204 STREET,WEST 207 STREET,N/A,2016-06-05T06:56:17.000,Precinct,107 VERMILYEA AVENUE,10034,,,,40.8662924986,"{u'type': u'Point', u'coordinates': [-73.921851597759, 40.866292498599]}",Residential Building/House,-73.9218515978,PHONE,MANHATTAN,Unspecified,2016-06-05T09:25:29.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,VERMILYEA AVENUE,33519137,1005865,254901,22:56:17,"(-73.9218515977595, 40.86629249859933)",POINT (-73.9218515977595 40.86629249859933)
301,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-06-12T02:42:34.000,04 MANHATTAN,Urinating in Public,2016-06-12 02:30:12,,,N/A,2016-06-12T10:30:12.000,Precinct,,10018,WEST   36 STREET,DYER AVENUE,,40.7552070865,"{u'type': u'Point', u'coordinates': [-73.996654048214, 40.75520708652]}",Street/Sidewalk,-73.9966540482,PHONE,MANHATTAN,Unspecified,2016-06-12T02:42:34.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,33578886,985177,214419,02:30:12,"(-73.99665404821431, 40.75520708651954)",POINT (-73.99665404821431 40.75520708651954)
302,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-06-19T02:21:44.000,10 MANHATTAN,Urinating in Public,2016-06-19 00:00:45,,,N/A,2016-06-19T08:00:45.000,Precinct,,10030,WEST  133 STREET,ST NICHOLAS AVENUE,,40.8156923742,"{u'type': u'Point', u'coordinates': [-73.948677676456, 40.815692374241]}",Street/Sidewalk,-73.9486776765,PHONE,MANHATTAN,Unspecified,2016-06-19T02:21:44.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,33627174,998456,236460,00:00:45,"(-73.94867767645637, 40.8156923742409)",POINT (-73.94867767645637 40.8156923742409)
303,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-07-01T21:35:30.000,11 MANHATTAN,Urinating in Public,2016-07-01 20:42:54,,,N/A,2016-07-02T04:42:54.000,Precinct,,10037,EAST  131 STREET,MADISON AVENUE,,40.809525162,"{u'type': u'Point', u'coordinates': [-73.937881393588, 40.809525162041]}",Street/Sidewalk,-73.9378813936,PHONE,MANHATTAN,Unspecified,2016-07-01T21:35:30.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,33738936,1001446,234215,20:42:54,"(-73.93788139358821, 40.80952516204141)",POINT (-73.93788139358821 40.80952516204141)
304,BLOCKFACE,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-07-10T23:00:39.000,08 MANHATTAN,Urinating in Public,2016-07-10 20:26:13,3 AVENUE,2 AVENUE,N/A,2016-07-11T04:26:13.000,Precinct,EAST 85 STREET,10028,,,,40.7776661473,"{u'type': u'Point', u'coordinates': [-73.95336112381, 40.777666147331]}",Street/Sidewalk,-73.9533611238,PHONE,MANHATTAN,Unspecified,2016-07-10T23:00:39.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,EAST 85 STREET,33808328,997167,222605,20:26:13,"(-73.95336112380984, 40.77766614733106)",POINT (-73.95336112380984 40.77766614733106)
305,ADDRESS,NYPD,New York City Police Department,1006180044,MANHATTAN,NEW YORK,2016-08-03T02:07:35.000,02 MANHATTAN,Urinating in Public,2016-08-03 00:47:12,7 AVENUE,GREENWICH AVENUE,N/A,2016-08-03T08:47:12.000,Precinct,209 WEST 13 STREET,10011,,,,40.7381018572,"{u'type': u'Point', u'coordinates': [-74.000718094356, 40.738101857216]}",Street/Sidewalk,-74.0007180944,PHONE,MANHATTAN,Unspecified,2016-08-03T02:07:35.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,WEST 13 STREET,33993006,984051,208187,00:47:12,"(-74.00071809435578, 40.73810185721562)",POINT (-74.00071809435578 40.73810185721562)
306,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-08-07T02:27:37.000,03 MANHATTAN,Urinating in Public,2016-08-07 01:28:02,,,N/A,2016-08-07T09:28:02.000,Precinct,,10002,CHRYSTIE STREET,STANTON STREET,,40.7224015563,"{u'type': u'Point', u'coordinates': [-73.99164825724, 40.722401556311]}",Club/Bar/Restaurant,-73.9916482572,PHONE,MANHATTAN,Unspecified,2016-08-07T02:27:37.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,,34022711,986565,202467,01:28:02,"(-73.9916482572405, 40.72240155631063)",POINT (-73.9916482572405 40.72240155631063)
307,ADDRESS,NYPD,New York City Police Department,1007910036,MANHATTAN,NEW YORK,2016-08-09T08:00:09.000,04 MANHATTAN,Urinating in Public,2016-08-09 03:50:52,AVENUE OF THE AMERICAS,7 AVENUE,N/A,2016-08-09T11:50:52.000,Precinct,101 WEST 15 STREET,10011,,,,40.7382308172,"{u'type': u'Point', u'coordinates': [-73.996759547841, 40.738230817222]}",Residential Building/House,-73.9967595478,PHONE,MANHATTAN,Unspecified,2016-08-09T08:00:09.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 15 STREET,34050273,985148,208234,03:50:52,"(-73.9967595478406, 40.738230817222174)",POINT (-73.9967595478406 40.73823081722217)
308,INTERSECTION,NYPD,New York City Police Department,,MANHATTAN,NEW YORK,2016-08-11T04:36:50.000,02 MANHATTAN,Urinating in Public,2016-08-10 20:11:13,,,N/A,2016-08-11T04:11:13.000,Precinct,,10011,WEST   14 STREET,7 AVENUE,,40.7385519984,"{u'type': u'Point', u'coordinates': [-73.999682448592, 40.738551998381]}",Street/Sidewalk,-73.9996824486,PHONE,MANHATTAN,Unspecified,2016-08-11T04:36:50.000,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,,34058374,984338,208351,20:11:13,"(-73.9996824485918, 40.738551998380736)",POINT (-73.9996824485918 40.73855199838074)
309,ADDRESS,NYPD,New York City Police Department,1007160013,MANHATTAN,NEW YORK,2016-08-19T00:50:46.000,04 MANHATTAN,Urinating in Public,2016-08-18 23:33:41,9 AVENUE,10 AVENUE,N/A,2016-08-19T07:33:41.000,Precinct,443 WEST 18 STREET,10011,,,,40.7440990294,"{u'type': u'Point', u'coordinates': [-74.005063201366, 40.744099029426]}",Street/Sidewalk,-74.0050632014,PHONE,MANHATTAN,Unspecified,2016-08-19T00:50:46.000,The Police Department responded to the complaint and took action to fix the condition.,Closed,WEST 18 STREET,34117459,982847,210372,23:33:41,"(-74.00506320136581, 40.74409902942557)",POINT (-74.00506320136581 40.74409902942557)
